image_name,true_class,predicted_class,confidence,detected,error
happy142_jpg.rf.89bd19d9aef827e877b2eb3096ebbee7.jpg,happy,happy,0.9344573020935059,True,
happy217_jpg.rf.99a50948278c318eee9d5c77792bb467.jpg,happy,happy,0.9394280910491943,True,
406.png,happy,happy,0.9109594821929932,True,
13589.png,happy,happy,0.628875732421875,True,
6776.png,happy,unknown,0.0,False,Nenhum rosto detectado
7441.png,happy,happy,0.9227452278137207,True,
104482053.png,happy,happy,0.9043852686882019,True,
393471335.png,happy,happy,0.6239215135574341,True,
6985.png,happy,happy,0.9095784425735474,True,
24680.png,happy,disgust,0.5168869495391846,True,
757609922.png,happy,surprise,0.48481932282447815,True,
289183736.png,happy,neutral,0.4645363390445709,True,
933624374.png,happy,surprise,0.7966129779815674,True,
20780.png,happy,surprise,0.8868044018745422,True,
9133.png,happy,happy,0.7396318316459656,True,
16390.png,happy,happy,0.6112884879112244,True,
981173607.png,happy,happy,0.5859911441802979,True,
1815.png,happy,happy,0.467774897813797,True,
6175.png,happy,happy,0.7311215400695801,True,
3596.png,happy,happy,0.6927642226219177,True,
3421.png,happy,unknown,0.0,False,Nenhum rosto detectado
859608259.png,happy,happy,0.7804444432258606,True,
978497169.png,happy,unknown,0.0,False,Nenhum rosto detectado
20543.png,happy,happy,0.9485037922859192,True,
491469732.png,happy,happy,0.7537685632705688,True,
1975579.png,happy,surprise,0.8621618151664734,True,
921.png,happy,happy,0.9194130301475525,True,
1870.png,happy,unknown,0.0,False,Nenhum rosto detectado
24231.png,happy,happy,0.935625433921814,True,
826851992.png,happy,happy,0.9368570446968079,True,
206863098.png,happy,happy,0.8303740620613098,True,
21942.png,happy,sad,0.7087602615356445,True,
2766.png,happy,happy,0.5737578868865967,True,
204498555.png,happy,surprise,0.4669858515262604,True,
33188.png,happy,happy,0.9302716851234436,True,
814046388.png,happy,happy,0.681926429271698,True,
130600613.png,happy,surprise,0.8653153777122498,True,
358557470.png,happy,happy,0.5343359708786011,True,
27311.png,happy,happy,0.9224492311477661,True,
14730.png,happy,happy,0.9445123672485352,True,
706545789.png,happy,surprise,0.6107866764068604,True,
35258.png,happy,happy,0.8781576156616211,True,
26622.png,happy,happy,0.9380043148994446,True,
32723.png,happy,happy,0.5485685467720032,True,
466179834.png,happy,happy,0.659958004951477,True,
599873889.png,happy,happy,0.7680352926254272,True,
108198775.png,happy,unknown,0.0,False,Nenhum rosto detectado
322055074.png,happy,happy,0.5487044453620911,True,
970918853.png,happy,happy,0.8798834085464478,True,
101997701.png,happy,surprise,0.6474711894989014,True,
14310.png,happy,happy,0.8817117214202881,True,
792160078.png,happy,fear,0.6145946979522705,True,
11335.png,happy,unknown,0.0,False,Nenhum rosto detectado
9388.png,happy,unknown,0.0,False,Nenhum rosto detectado
314736807.png,happy,happy,0.8907719850540161,True,
358878567.png,happy,happy,0.5342265963554382,True,
549011063.png,happy,surprise,0.7391796112060547,True,
12957.png,happy,happy,0.5497142672538757,True,
56348486.png,happy,happy,0.7884558439254761,True,
396644546.png,happy,unknown,0.0,False,Nenhum rosto detectado
722491870.png,happy,happy,0.935265302658081,True,
22936.png,happy,unknown,0.0,False,Nenhum rosto detectado
972365627.png,happy,surprise,0.5846920013427734,True,
295501012.png,happy,happy,0.9425853490829468,True,
34950.png,happy,sad,0.5238509178161621,True,
311767711.png,happy,disgust,0.4558563828468323,True,
334043254.png,happy,happy,0.9081773161888123,True,
18471.png,happy,happy,0.9094812870025635,True,
603154197.png,happy,unknown,0.0,False,Nenhum rosto detectado
387326105.png,happy,happy,0.9331362247467041,True,
27332.png,happy,content,0.6023158431053162,True,
720186878.png,happy,content,0.8763539791107178,True,
24626499.png,happy,happy,0.7693208456039429,True,
2069.png,happy,happy,0.9409326314926147,True,
1763.png,happy,unknown,0.0,False,Nenhum rosto detectado
23481.png,happy,content,0.630325198173523,True,
708567215.png,happy,unknown,0.0,False,Nenhum rosto detectado
20361.png,happy,content,0.5872993469238281,True,
817.png,happy,happy,0.8910486698150635,True,
16957.png,happy,happy,0.9270324110984802,True,
5303.png,happy,happy,0.631537914276123,True,
135878048.png,happy,fear,0.4432927668094635,True,
20377.png,happy,happy,0.9133959412574768,True,
363823090.png,happy,anger,0.49279236793518066,True,
49968246.png,happy,sad,0.6210785508155823,True,
46464506.png,happy,content,0.5609955787658691,True,
26850.png,happy,sad,0.595702052116394,True,
8542.png,happy,happy,0.8940047025680542,True,
27187.png,happy,happy,0.4574199914932251,True,
9649.png,happy,content,0.7483662366867065,True,
768710821.png,happy,happy,0.8946064710617065,True,
31532.png,happy,happy,0.8899260759353638,True,
3366.png,happy,content,0.7232406139373779,True,
7114.png,happy,happy,0.8669403195381165,True,
698227324.png,happy,happy,0.9250503182411194,True,
171562539.png,happy,happy,0.8854897022247314,True,
445734158.png,happy,happy,0.8704778552055359,True,
79318621.png,happy,fear,0.4078257381916046,True,
35153.png,happy,happy,0.9258086085319519,True,
28670.png,happy,happy,0.7096813917160034,True,
6992.png,sad,disgust,0.6853933334350586,True,
967215898.png,sad,disgust,0.40153518319129944,True,
861363378.png,sad,sad,0.490264356136322,True,
322320389.png,sad,disgust,0.6078102588653564,True,
24939.png,sad,sad,0.4104177951812744,True,
319834056.png,sad,sad,0.8406639695167542,True,
31272.png,sad,content,0.4431114196777344,True,
20425.png,sad,happy,0.5505057573318481,True,
30144.png,sad,sad,0.8510679602622986,True,
109261008.png,sad,happy,0.5449137687683105,True,
7240.png,sad,sad,0.6617387533187866,True,
660068163.png,sad,happy,0.5457870960235596,True,
602936007.png,sad,unknown,0.0,False,Nenhum rosto detectado
23471.png,sad,anger,0.42725133895874023,True,
18154.png,sad,sad,0.4428481459617615,True,
447759672.png,sad,neutral,0.6527568101882935,True,
171.png,sad,sad,0.44845762848854065,True,
958820707.png,sad,surprise,0.40596210956573486,True,
27993.png,sad,sad,0.6840050220489502,True,
748790251.png,sad,sad,0.42528924345970154,True,
634340563.png,sad,unknown,0.0,False,Nenhum rosto detectado
326453183.png,sad,anger,0.5118557214736938,True,
922033649.png,sad,unknown,0.0,False,Nenhum rosto detectado
14793.png,sad,sad,0.47644010186195374,True,
32754.png,sad,neutral,0.7329809665679932,True,
5291.png,sad,unknown,0.0,False,Nenhum rosto detectado
735468245.png,sad,sad,0.910923182964325,True,
190760521.png,sad,sad,0.5844562649726868,True,
16531.png,sad,sad,0.8079631924629211,True,
34357.png,sad,sad,0.5963813662528992,True,
938729427.png,sad,unknown,0.0,False,Nenhum rosto detectado
349783732.png,sad,anger,0.7745771408081055,True,
606375451.png,sad,content,0.6900465488433838,True,
970539577.png,sad,sad,0.54177325963974,True,
34221.png,sad,sad,0.4859279692173004,True,
398141539.png,sad,unknown,0.0,False,Nenhum rosto detectado
9408.png,sad,neutral,0.46442198753356934,True,
124981936.png,sad,neutral,0.5917575359344482,True,
958214373.png,sad,sad,0.8824983835220337,True,
748205369.png,sad,sad,0.6002223491668701,True,
911942722.png,sad,neutral,0.7982460856437683,True,
731148193.png,sad,fear,0.4499032199382782,True,
163717167.png,sad,unknown,0.0,False,Nenhum rosto detectado
812205803.png,sad,neutral,0.4252501130104065,True,
150586428.png,sad,neutral,0.6896172165870667,True,
8876.png,sad,sad,0.4160422682762146,True,
29521.png,sad,sad,0.9679654240608215,True,
14677.png,sad,sad,0.971331775188446,True,
17784.png,sad,sad,0.6460994482040405,True,
10389.png,sad,neutral,0.47266170382499695,True,
15024.png,sad,unknown,0.0,False,Nenhum rosto detectado
3088.png,sad,anger,0.7149361371994019,True,
33744.png,sad,unknown,0.0,False,Nenhum rosto detectado
2544.png,sad,sad,0.5399168729782104,True,
484919445.png,sad,sad,0.6092545986175537,True,
839600699.png,sad,surprise,0.4507806599140167,True,
2568.png,sad,sad,0.7035039663314819,True,
435557694.png,sad,neutral,0.600914716720581,True,
855775495.png,sad,sad,0.7468289136886597,True,
726338022.png,sad,sad,0.6779598593711853,True,
464582186.png,sad,unknown,0.0,False,Nenhum rosto detectado
28362.png,sad,neutral,0.6686699390411377,True,
31182.png,sad,neutral,0.4854277968406677,True,
29295.png,sad,unknown,0.0,False,Nenhum rosto detectado
12571.png,sad,sad,0.6842615604400635,True,
972948165.png,sad,unknown,0.0,False,Nenhum rosto detectado
486479027.png,sad,unknown,0.0,False,Nenhum rosto detectado
823198296.png,sad,anger,0.5254513621330261,True,
281406839.png,sad,unknown,0.0,False,Nenhum rosto detectado
6644.png,sad,neutral,0.4761417806148529,True,
25608.png,sad,neutral,0.5837093591690063,True,
552544934.png,sad,sad,0.423836350440979,True,
13153.png,sad,sad,0.4463450610637665,True,
656840929.png,sad,content,0.5241689682006836,True,
5277.png,sad,surprise,0.4322768449783325,True,
7306.png,sad,sad,0.6503332853317261,True,
17888.png,sad,sad,0.8067303895950317,True,
12931.png,sad,neutral,0.6817724704742432,True,
33928.png,sad,unknown,0.0,False,Nenhum rosto detectado
545061020.png,sad,unknown,0.0,False,Nenhum rosto detectado
26908.png,sad,unknown,0.0,False,Nenhum rosto detectado
80959851.png,sad,unknown,0.0,False,Nenhum rosto detectado
25140.png,sad,sad,0.487481951713562,True,
520955470.png,sad,sad,0.8211649060249329,True,
25197.png,sad,sad,0.8504999279975891,True,
27233.png,sad,unknown,0.0,False,Nenhum rosto detectado
250399827.png,sad,sad,0.6232204437255859,True,
497538940.png,sad,content,0.5953136682510376,True,
559068965.png,sad,sad,0.4685741364955902,True,
505876414.png,sad,unknown,0.0,False,Nenhum rosto detectado
854228767.png,sad,sad,0.547722339630127,True,
474269944.png,sad,neutral,0.5566377639770508,True,
284433557.png,sad,unknown,0.0,False,Nenhum rosto detectado
8958.png,sad,happy,0.6113940477371216,True,
35594.png,sad,sad,0.4776652753353119,True,
4420.png,sad,neutral,0.5766291618347168,True,
590251409.png,sad,content,0.5393254160881042,True,
589276664.png,sad,content,0.4892268478870392,True,
383775389.png,sad,sad,0.5933372974395752,True,
897862769.png,sad,fear,0.45038026571273804,True,
