image_name,true_class,predicted_class,confidence,detected,error
getty_478389113_970647970450091_99776.jpg,happy,happy,,True,
image-477.jpeg,happy,happy,,True,
111206195.png,happy,happy,,True,
34219570.png,happy,sad,,True,
19700.png,happy,happy,,True,
1187.png,happy,happy,,True,
20022.png,happy,sad,,True,
259917111.png,happy,happy,,True,
16960.png,happy,happy,,True,
897456922.png,happy,happy,,True,
249166844.png,happy,happy,,True,
177141269.png,happy,happy,,True,
20169.png,happy,happy,,True,
430191323.png,happy,happy,,True,
309762300.png,happy,happy,,True,
14192.png,happy,happy,,True,
17689.png,happy,happy,,True,
35602.png,happy,happy,,True,
69876836.png,happy,happy,,True,
856373258.png,happy,happy,,True,
23897.png,happy,happy,,True,
343973757.png,happy,happy,,True,
28054.png,happy,happy,,True,
719824376.png,happy,happy,,True,
10126.png,happy,happy,,True,
922423068.png,happy,happy,,True,
586142652.png,happy,happy,,True,
602552863.png,happy,happy,,True,
716043936.png,happy,happy,,True,
30793.png,happy,sad,,True,
699079763.png,happy,happy,,True,
102520252.png,happy,happy,,True,
19548.png,happy,sad,,True,
23776.png,happy,happy,,True,
458.png,happy,happy,,True,
23358.png,happy,happy,,True,
31761.png,happy,happy,,True,
148368653.png,happy,happy,,True,
21628.png,happy,happy,,True,
880245799.png,happy,happy,,True,
13512.png,happy,happy,,True,
3044.png,happy,happy,,True,
784325711.png,happy,happy,,True,
26018.png,happy,happy,,True,
22256.png,happy,happy,,True,
122945839.png,happy,happy,,True,
664022648.png,happy,happy,,True,
4106.png,happy,happy,,True,
753105812.png,happy,happy,,True,
35065.png,happy,happy,,True,
5350.png,happy,happy,,True,
7012.png,happy,happy,,True,
219011531.png,happy,happy,,True,
684.png,happy,happy,,True,
781403162.png,happy,unknown,,False,"Resposta ambígua: sorry, i am unable to answer as the image is unreadable."
3465.png,happy,happy,,True,
630023444.png,happy,happy,,True,
3883.png,happy,happy,,True,
311938540.png,happy,sad,,True,
412869118.png,happy,happy,,True,
519257464.png,happy,happy,,True,
