image_name,true_class,predicted_class,confidence,detected,error
238451148.png,happy,happy,,True,
693612203.png,happy,happy,,True,
15264.png,happy,happy,,True,
29992.png,happy,happy,,True,
820.png,happy,happy,,True,
6403.png,happy,happy,,True,
759160737.png,happy,sad,,True,
30186.png,happy,happy,,True,
68815065.png,happy,happy,,True,
30805.png,happy,happy,,True,
9296.png,happy,happy,,True,
30236.png,happy,happy,,True,
34118.png,happy,happy,,True,
770748404.png,happy,happy,,True,
24450.png,happy,happy,,True,
321335372.png,happy,happy,,True,
584648749.png,happy,sad,,True,
3224711.png,happy,happy,,True,
18194.png,happy,happy,,True,
9910.png,happy,happy,,True,
38458288.png,happy,happy,,True,
586635779.png,happy,happy,,True,
6271.png,happy,happy,,True,
16492.png,happy,happy,,True,
15549.png,happy,sad,,True,
6310.png,happy,happy,,True,
33954.png,happy,happy,,True,
9579.png,happy,happy,,True,
560835157.png,happy,happy,,True,
388879458.png,happy,sad,,True,
440920422.png,happy,happy,,True,
17002.png,happy,happy,,True,
29338.png,happy,happy,,True,
380044974.png,happy,happy,,True,
7743.png,happy,happy,,True,
569804647.png,happy,happy,,True,
456733217.png,happy,happy,,True,
957186950.png,happy,happy,,True,
26224.png,happy,happy,,True,
19956.png,happy,happy,,True,
836249754.png,happy,happy,,True,
25077.png,happy,happy,,True,
769179541.png,happy,happy,,True,
22532.png,happy,happy,,True,
30917.png,happy,happy,,True,
26813.png,happy,happy,,True,
10621.png,happy,happy,,True,
5153.png,happy,happy,,True,
161555027.png,happy,happy,,True,
509850579.png,happy,sad,,True,
16935.png,happy,happy,,True,
15541.png,happy,happy,,True,
456962315.png,happy,happy,,True,
66970729.png,happy,happy,,True,
8631394.png,happy,happy,,True,
20894.png,happy,happy,,True,
922240262.png,happy,happy,,True,
337890319.png,happy,happy,,True,
119356739.png,happy,happy,,True,
20507.png,happy,happy,,True,
243018038.png,happy,happy,,True,
19433.png,happy,happy,,True,
35867.png,happy,happy,,True,
23383.png,happy,sad,,True,
160694287.png,happy,happy,,True,
26985.png,happy,happy,,True,
9825.png,happy,happy,,True,
80757967.png,happy,happy,,True,
946165827.png,happy,happy,,True,
2556.png,happy,happy,,True,
26212.png,happy,happy,,True,
26951.png,happy,happy,,True,
588836451.png,happy,happy,,True,
459035847.png,happy,happy,,True,
75530184.png,happy,happy,,True,
31245.png,happy,happy,,True,
355031425.png,happy,happy,,True,
129381812.png,happy,happy,,True,
14952.png,happy,happy,,True,
3570.png,happy,happy,,True,
28677.png,happy,sad,,True,
513059806.png,happy,happy,,True,
10471.png,happy,happy,,True,
34128.png,happy,happy,,True,
948.png,happy,happy,,True,
31509.png,happy,happy,,True,
28892.png,happy,happy,,True,
398530377.png,happy,happy,,True,
159825719.png,happy,happy,,True,
709508067.png,happy,happy,,True,
33695.png,happy,happy,,True,
224501033.png,happy,happy,,True,
29828.png,happy,happy,,True,
748149166.png,happy,happy,,True,
16170.png,happy,sad,,True,
3992.png,happy,happy,,True,
13578095.png,happy,happy,,True,
19902.png,happy,happy,,True,
31282.png,happy,happy,,True,
360161029.png,happy,sad,,True,
pexels-minan1398-771325.jpg,sad,sad,,True,
sad13_jpg.rf.a0b9233c93ccf46a1db542ae2a28f924.jpg,sad,sad,,True,
Crying-girl.jpg,sad,sad,,True,
sad11_jpg.rf.f0811d8406e89704c8209ca992aa8b9a.jpg,sad,sad,,True,
459451143.png,sad,sad,,True,
21842.png,sad,sad,,True,
403924080.png,sad,sad,,True,
10255.png,sad,sad,,True,
28091.png,sad,sad,,True,
594348312.png,sad,sad,,True,
10308.png,sad,sad,,True,
5336.png,sad,sad,,True,
129086921.png,sad,sad,,True,
571109651.png,sad,sad,,True,
889654697.png,sad,sad,,True,
6984.png,sad,sad,,True,
23110.png,sad,sad,,True,
215784750.png,sad,sad,,True,
9457.png,sad,sad,,True,
609171319.png,sad,sad,,True,
515899649.png,sad,sad,,True,
341120530.png,sad,sad,,True,
373220739.png,sad,sad,,True,
17884.png,sad,sad,,True,
614743306.png,sad,sad,,True,
234589469.png,sad,sad,,True,
27841.png,sad,sad,,True,
28555.png,sad,sad,,True,
14655.png,sad,sad,,True,
365744090.png,sad,sad,,True,
407104442.png,sad,sad,,True,
15167.png,sad,sad,,True,
599255693.png,sad,sad,,True,
17215.png,sad,sad,,True,
993390357.png,sad,sad,,True,
30080.png,sad,sad,,True,
15349.png,sad,sad,,True,
448.png,sad,sad,,True,
20455.png,sad,sad,,True,
33603.png,sad,sad,,True,
24342.png,sad,sad,,True,
196595400.png,sad,sad,,True,
22104.png,sad,sad,,True,
472019115.png,sad,sad,,True,
29471257.png,sad,sad,,True,
5765.png,sad,sad,,True,
353063273.png,sad,sad,,True,
530.png,sad,sad,,True,
472693300.png,sad,sad,,True,
13870.png,sad,sad,,True,
6866.png,sad,sad,,True,
225058163.png,sad,sad,,True,
676261312.png,sad,sad,,True,
474292575.png,sad,sad,,True,
422303093.png,sad,sad,,True,
31437.png,sad,sad,,True,
617831003.png,sad,sad,,True,
181898743.png,sad,sad,,True,
386487687.png,sad,sad,,True,
905102613.png,sad,happy,,True,
848570472.png,sad,sad,,True,
387137931.png,sad,sad,,True,
532070823.png,sad,sad,,True,
482805911.png,sad,sad,,True,
924491729.png,sad,sad,,True,
23154.png,sad,sad,,True,
17597.png,sad,sad,,True,
9588.png,sad,sad,,True,
389797877.png,sad,happy,,True,
27786.png,sad,sad,,True,
335446479.png,sad,sad,,True,
24112.png,sad,sad,,True,
21056.png,sad,sad,,True,
988966987.png,sad,sad,,True,
405-4050267_sad-people-png-sad-person-transparent-background-png.png,sad,sad,,True,
605693547.png,sad,sad,,True,
9868.png,sad,sad,,True,
35397.png,sad,sad,,True,
861707370.png,sad,sad,,True,
13178.png,sad,sad,,True,
19247.png,sad,sad,,True,
31092.png,sad,sad,,True,
203204070.png,sad,sad,,True,
11154.png,sad,sad,,True,
15078.png,sad,sad,,True,
34475.png,sad,sad,,True,
145923416.png,sad,sad,,True,
153088335.png,sad,sad,,True,
11435.png,sad,sad,,True,
2091.png,sad,sad,,True,
79.png,sad,sad,,True,
8153.png,sad,sad,,True,
12921.png,sad,sad,,True,
1834.png,sad,sad,,True,
472436401.png,sad,sad,,True,
3776.png,sad,sad,,True,
293323307.png,sad,sad,,True,
20173.png,sad,sad,,True,
33456.png,sad,sad,,True,
7920.png,sad,sad,,True,
