image_name,true_class,predicted_class,confidence,detected,error
physed-happiness-facebookJumbo.jpg,happy,happy,,True,
8cxKy5g9i.jpg,happy,happy,,True,
26308.png,happy,happy,,True,
745862745.png,happy,happy,,True,
2706.png,happy,happy,,True,
296363523.png,happy,happy,,True,
3800.png,happy,happy,,True,
9134.png,happy,happy,,True,
66549991.png,happy,happy,,True,
992056022.png,happy,sad,,True,
332570238.png,happy,happy,,True,
23716.png,happy,happy,,True,
559605844.png,happy,happy,,True,
472796765.png,happy,happy,,True,
9442.png,happy,happy,,True,
25617749.png,happy,happy,,True,
297558172.png,happy,happy,,True,
704256217.png,happy,happy,,True,
106392060.png,happy,happy,,True,
21933.png,happy,happy,,True,
33648.png,happy,sad,,True,
798128156.png,happy,happy,,True,
640432499.png,happy,happy,,True,
391708040.png,happy,happy,,True,
282574924.png,happy,sad,,True,
4713.png,happy,happy,,True,
585305718.png,happy,happy,,True,
556358789.png,happy,happy,,True,
3531.png,happy,happy,,True,
18244.png,happy,happy,,True,
33947.png,happy,happy,,True,
30057.png,happy,happy,,True,
4460.png,happy,happy,,True,
858182098.png,happy,happy,,True,
22283.png,happy,happy,,True,
373519432.png,happy,happy,,True,
2979.png,happy,happy,,True,
95703353.png,happy,happy,,True,
7975.png,happy,happy,,True,
27500.png,happy,happy,,True,
798649140.png,happy,happy,,True,
339646814.png,happy,happy,,True,
34391.png,happy,happy,,True,
21561.png,happy,happy,,True,
5543.png,happy,happy,,True,
197606098.png,happy,sad,,True,
34186.png,happy,happy,,True,
191534933.png,happy,happy,,True,
31810.png,happy,happy,,True,
3936.png,happy,sad,,True,
17802.png,happy,sad,,True,
879542245.png,happy,happy,,True,
114028880.png,happy,happy,,True,
30728.png,happy,happy,,True,
478527255.png,happy,happy,,True,
4041.png,happy,happy,,True,
811574860.png,happy,happy,,True,
898.png,happy,happy,,True,
13877.png,happy,happy,,True,
30704.png,happy,happy,,True,
875790532.png,happy,happy,,True,
1539.png,happy,happy,,True,
537652221.png,happy,happy,,True,
250158333.png,happy,happy,,True,
304355938.png,happy,happy,,True,
632854750.png,happy,happy,,True,
22868.png,happy,happy,,True,
21193.png,happy,happy,,True,
13294.png,happy,happy,,True,
33144.png,happy,happy,,True,
30479590.png,happy,happy,,True,
11552.png,happy,happy,,True,
25436.png,happy,happy,,True,
748018474.png,happy,happy,,True,
733660654.png,happy,happy,,True,
735428255.png,happy,happy,,True,
405114281.png,happy,happy,,True,
553707237.png,happy,happy,,True,
788654932.png,happy,happy,,True,
33525.png,happy,happy,,True,
462044545.png,happy,happy,,True,
207804396.png,happy,happy,,True,
34471.png,happy,happy,,True,
22373.png,happy,happy,,True,
19875.png,happy,happy,,True,
11232.png,happy,happy,,True,
623.png,happy,happy,,True,
773802075.png,happy,sad,,True,
25357.png,happy,happy,,True,
271574921.png,happy,happy,,True,
42485587.png,happy,happy,,True,
826802829.png,happy,happy,,True,
33906.png,happy,happy,,True,
14611.png,happy,happy,,True,
654637085.png,happy,happy,,True,
41015793.png,happy,sad,,True,
164013196.png,happy,happy,,True,
1174.png,happy,happy,,True,
21481.png,happy,happy,,True,
172663279.png,happy,happy,,True,
sad87_jpg.rf.fe391272e32e40bba7beb10fed96a268.jpg,sad,sad,,True,
getty_501650894_118886.jpg,sad,sad,,True,
sad39_jpg.rf.3dcdaf3d740d53cab9a3a17b1cfb9865.jpg,sad,sad,,True,
sad111_jpg.rf.c177db58628185ab9b29bf89508aeca4.jpg,sad,sad,,True,
sad148_jpg.rf.ea1022e2489f1e98113bc898ccb71a72.jpg,sad,sad,,True,
boy-with-head-down.jpg,sad,sad,,True,
35214.png,sad,sad,,True,
414516465.png,sad,sad,,True,
360552022.png,sad,sad,,True,
252580153.png,sad,sad,,True,
14191.png,sad,sad,,True,
12053.png,sad,sad,,True,
1811.png,sad,sad,,True,
20750.png,sad,sad,,True,
223008303.png,sad,sad,,True,
8360.png,sad,sad,,True,
1973.png,sad,sad,,True,
29617.png,sad,sad,,True,
315315367.png,sad,sad,,True,
10848.png,sad,happy,,True,
52084744.png,sad,sad,,True,
463283027.png,sad,sad,,True,
