image_name,true_class,predicted_class,confidence,detected,error
happy30_jpg.rf.b64c83a5c310cc657df91bcd4e86d81e.jpg,happy,happy,,True,
happy47_jpg.rf.46a52ff50fffc757286305b41957361a.jpg,happy,happy,,True,
image-580.jpeg,happy,happy,,True,
133626483.png,happy,happy,,True,
7050.png,happy,happy,,True,
951119974.png,happy,happy,,True,
14796.png,happy,happy,,True,
738001413.png,happy,happy,,True,
32590.png,happy,happy,,True,
651005118.png,happy,happy,,True,
1568.png,happy,happy,,True,
683337781.png,happy,happy,,True,
22569.png,happy,happy,,True,
968.png,happy,happy,,True,
281663325.png,happy,happy,,True,
43587881.png,happy,unknown,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 200, model: gemini-2.0-flash
Please retry in 28.129344146s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 200
}
, retry_delay {
  seconds: 28
}
]"
13574.png,happy,unknown,,False,Resposta ambígua: neutral
758657573.png,happy,unknown,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 200, model: gemini-2.0-flash
Please retry in 18.786790693s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 200
}
, retry_delay {
  seconds: 18
}
]"
488367757.png,happy,happy,,True,
21115.png,happy,happy,,True,
889163852.png,happy,happy,,True,
380715697.png,happy,happy,,True,
22395.png,happy,happy,,True,
24135.png,happy,happy,,True,
34483.png,happy,happy,,True,
377610488.png,happy,happy,,True,
25014.png,happy,sad,,True,
283469807.png,happy,happy,,True,
582384401.png,happy,happy,,True,
397174979.png,happy,happy,,True,
146441209.png,happy,happy,,True,
288410521.png,happy,happy,,True,
183469485.png,happy,happy,,True,
20242.png,happy,happy,,True,
13139.png,happy,happy,,True,
15165.png,happy,unknown,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 200, model: gemini-2.0-flash
Please retry in 48.093936105s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 200
}
, retry_delay {
  seconds: 48
}
]"
306653880.png,happy,happy,,True,
15398.png,happy,unknown,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 200, model: gemini-2.0-flash
Please retry in 38.746189995s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 200
}
, retry_delay {
  seconds: 38
}
]"
284898537.png,happy,happy,,True,
3652.png,happy,happy,,True,
284399211.png,happy,unknown,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 200, model: gemini-2.0-flash
Please retry in 24.551520465s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 200
}
, retry_delay {
  seconds: 24
}
]"
8470.png,happy,happy,,True,
166475752.png,happy,happy,,True,
5356.png,happy,happy,,True,
79844451.png,happy,happy,,True,
21749.png,happy,happy,,True,
927515007.png,happy,happy,,True,
237180072.png,happy,happy,,True,
795373216.png,happy,happy,,True,
205029497.png,happy,happy,,True,
162552027.png,happy,happy,,True,
21548.png,happy,happy,,True,
934697959.png,happy,happy,,True,
21574.png,happy,happy,,True,
24975.png,happy,happy,,True,
344119243.png,happy,sad,,True,
29074.png,happy,happy,,True,
315906748.png,happy,happy,,True,
11874.png,happy,happy,,True,
5573.png,happy,happy,,True,
697427776.png,happy,happy,,True,
324529979.png,happy,sad,,True,
868783297.png,happy,happy,,True,
10809.png,happy,happy,,True,
8691.png,happy,sad,,True,
223603932.png,happy,unknown,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 200, model: gemini-2.0-flash
Please retry in 18.492464679s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 200
}
, retry_delay {
  seconds: 18
}
]"
28760.png,happy,happy,,True,
16117.png,happy,unknown,,False,429 Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.
522084117.png,happy,happy,,True,
622828782.png,happy,happy,,True,
32107.png,happy,happy,,True,
17224.png,happy,unknown,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 200, model: gemini-2.0-flash
Please retry in 48.820972745s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 200
}
, retry_delay {
  seconds: 48
}
]"
15426.png,happy,happy,,True,
247909078.png,happy,happy,,True,
243684098.png,happy,happy,,True,
