image_name,true_class,predicted_class,confidence,detected,error
happy92_jpg.rf.6833d71e43ab3de3daca5fad066034ae.jpg,happy,happy,,True,
happy215_jpg.rf.e7fbd511b1655f0ba9c454846f18f960.jpg,happy,unknown,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 200, model: gemini-2.0-flash
Please retry in 13.131360357s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 200
}
, retry_delay {
  seconds: 13
}
]"
happy133_jpg.rf.95f0780470d7ac4ce1679f692fe85925.jpg,happy,happy,,True,
happy180_jpg.rf.dd1a066006a7f9105f8ab9849f1e3b63.jpg,happy,unknown,,False,"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 200, model: gemini-2.0-flash
Please retry in 3.274492606s. [links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerDayPerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.0-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 200
}
, retry_delay {
  seconds: 3
}
]"
12091.png,happy,happy,,True,
895572340.png,happy,happy,,True,
396995582.png,happy,sad,,True,
442378442.png,happy,happy,,True,
654783129.png,happy,happy,,True,
12709.png,happy,happy,,True,
190923760.png,happy,happy,,True,
24508.png,happy,happy,,True,
881658857.png,happy,happy,,True,
8943.png,happy,happy,,True,
958543003.png,happy,happy,,True,
1032.png,happy,happy,,True,
