image_name,true_class,predicted_class,confidence,detected,error
28457.png,happy,happy,,True,
24047.png,happy,happy,,True,
9653.png,happy,happy,,True,
21089.png,happy,happy,,True,
34453.png,happy,happy,,True,
526861131.png,happy,happy,,True,
10678.png,happy,happy,,True,
29012.png,happy,happy,,True,
381063851.png,happy,happy,,True,
22541.png,happy,happy,,True,
18385.png,happy,happy,,True,
288000.png,happy,happy,,True,
249465163.png,happy,happy,,True,
16140.png,happy,happy,,True,
1219.png,happy,happy,,True,
17882.png,happy,happy,,True,
45607568.png,happy,happy,,True,
759283950.png,happy,happy,,True,
24280.png,happy,happy,,True,
319985539.png,happy,happy,,True,
32838.png,happy,happy,,True,
14633.png,happy,happy,,True,
400300066.png,happy,happy,,True,
673742207.png,happy,happy,,True,
14553.png,happy,happy,,True,
35738302.png,happy,happy,,True,
21612.png,happy,happy,,True,
524029058.png,happy,happy,,True,
500656750.png,happy,happy,,True,
152726073.png,happy,happy,,True,
400416214.png,happy,happy,,True,
807616609.png,happy,happy,,True,
743475428.png,happy,happy,,True,
25113.png,happy,happy,,True,
13338.png,happy,happy,,True,
18443.png,happy,happy,,True,
19210.png,happy,happy,,True,
14913.png,happy,sad,,True,
967740993.png,happy,happy,,True,
28368.png,happy,happy,,True,
933106064.png,happy,happy,,True,
538741610.png,happy,happy,,True,
25062.png,happy,happy,,True,
10782.png,happy,sad,,True,
33991.png,happy,sad,,True,
7022.png,happy,happy,,True,
589456790.png,happy,happy,,True,
7817.png,happy,happy,,True,
668686058.png,happy,happy,,True,
29048.png,happy,happy,,True,
34202.png,happy,happy,,True,
25469.png,happy,happy,,True,
8335.png,happy,happy,,True,
843525920.png,happy,happy,,True,
8334.png,happy,happy,,True,
22844.png,happy,happy,,True,
21395.png,happy,happy,,True,
144222900.png,happy,happy,,True,
262794264.png,happy,happy,,True,
678.png,happy,sad,,True,
34748.png,happy,happy,,True,
643826704.png,happy,happy,,True,
617081346.png,happy,happy,,True,
641.png,happy,happy,,True,
7215.png,happy,happy,,True,
354689731.png,happy,happy,,True,
700884593.png,happy,happy,,True,
3310.png,happy,happy,,True,
13108.png,happy,happy,,True,
27246.png,happy,happy,,True,
13423.png,happy,sad,,True,
787183914.png,happy,happy,,True,
792500447.png,happy,happy,,True,
35590.png,happy,happy,,True,
280264575.png,happy,happy,,True,
161402272.png,happy,happy,,True,
142.png,happy,happy,,True,
15292.png,happy,happy,,True,
358473597.png,happy,happy,,True,
758276634.png,happy,happy,,True,
15247.png,happy,happy,,True,
171817703.png,happy,happy,,True,
17204384.png,happy,happy,,True,
1205.png,happy,happy,,True,
19086.png,happy,happy,,True,
114237238.png,happy,happy,,True,
182.png,happy,happy,,True,
492585560.png,happy,happy,,True,
764275224.png,happy,happy,,True,
854630679.png,happy,happy,,True,
22565.png,happy,happy,,True,
29800.png,happy,happy,,True,
18834.png,happy,happy,,True,
968404405.png,happy,happy,,True,
761079094.png,happy,sad,,True,
206469971.png,happy,happy,,True,
29802.png,happy,happy,,True,
9312.png,happy,happy,,True,
14764.png,happy,happy,,True,
390869901.png,happy,happy,,True,
zahra-amiri-cRn8Ymdm9nM-unsplash.jpg,sad,sad,,True,
1353.png,sad,sad,,True,
26095.png,sad,sad,,True,
2538.png,sad,sad,,True,
5257.png,sad,sad,,True,
11348.png,sad,sad,,True,
35605.png,sad,sad,,True,
29233644.png,sad,sad,,True,
774838169.png,sad,sad,,True,
459092897.png,sad,sad,,True,
30743.png,sad,sad,,True,
270310894.png,sad,sad,,True,
483727977.png,sad,sad,,True,
181851299.png,sad,sad,,True,
32592.png,sad,sad,,True,
282446470.png,sad,sad,,True,
19663.png,sad,sad,,True,
19459.png,sad,sad,,True,
12336.png,sad,sad,,True,
14034.png,sad,sad,,True,
463313192.png,sad,sad,,True,
8614.png,sad,sad,,True,
997016786.png,sad,sad,,True,
31665.png,sad,sad,,True,
4206.png,sad,sad,,True,
150704803.png,sad,sad,,True,
791177164.png,sad,sad,,True,
948556504.png,sad,sad,,True,
16152.png,sad,sad,,True,
614.png,sad,sad,,True,
14252.png,sad,sad,,True,
135500300.png,sad,sad,,True,
870012179.png,sad,sad,,True,
21215.png,sad,sad,,True,
4667.png,sad,sad,,True,
3492.png,sad,sad,,True,
34023.png,sad,sad,,True,
750354584.png,sad,sad,,True,
34782.png,sad,sad,,True,
25260.png,sad,sad,,True,
21953.png,sad,sad,,True,
111288509.png,sad,sad,,True,
671594591.png,sad,sad,,True,
345796577.png,sad,sad,,True,
22724.png,sad,sad,,True,
330334188.png,sad,sad,,True,
192254693.png,sad,sad,,True,
683344656.png,sad,sad,,True,
29316.png,sad,sad,,True,
623075132.png,sad,sad,,True,
580200498.png,sad,sad,,True,
30138.png,sad,sad,,True,
807674091.png,sad,sad,,True,
174254858.png,sad,sad,,True,
473519431.png,sad,sad,,True,
451.png,sad,unknown,,False,Resposta ambígua: neutral
4557426.png,sad,sad,,True,
947652721.png,sad,sad,,True,
756750254.png,sad,sad,,True,
111880991.png,sad,sad,,True,
351113306.png,sad,sad,,True,
794919512.png,sad,happy,,True,
535759492.png,sad,sad,,True,
640.png,sad,sad,,True,
832374881.png,sad,sad,,True,
20304.png,sad,happy,,True,
911066342.png,sad,sad,,True,
39979200.png,sad,sad,,True,
11050.png,sad,sad,,True,
5985.png,sad,sad,,True,
287371386.png,sad,sad,,True,
27534.png,sad,sad,,True,
826417116.png,sad,sad,,True,
6353.png,sad,sad,,True,
20348.png,sad,sad,,True,
337291850.png,sad,sad,,True,
28516.png,sad,sad,,True,
947640769.png,sad,happy,,True,
171014306.png,sad,sad,,True,
550164106.png,sad,sad,,True,
232598683.png,sad,sad,,True,
1991.png,sad,sad,,True,
544992616.png,sad,sad,,True,
700615754.png,sad,sad,,True,
